Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46471,89_E_2,1287.6,20.111,24.632,24.632,ALA
46471,89_E_2,1409.1,11.635,16.528,16.528,VAL
46471,89_E_2,1532.4,3.057,10.35,10.35,NOR
46471,89_E_2,2082.1,12.881,23.058,23.058,GLU
46471,89_E_2,2182.4,2.81,7.264,7.264,PHE
46472,89_E_2,1290.2,19.316,24.242,24.242,ALA
46472,89_E_2,1411.6,12.43,15.899,15.899,VAL
46472,89_E_2,1535.1,8.863,14.098,14.098,NOR
46472,89_E_2,2086.9,12.596,23.446,23.446,GLU
46472,89_E_2,2186.1,2.636,7.321,7.321,PHE
46473,5AA,1292.5,18.441,-0.444,-0.444,ALA
46473,5AA,1413,11.102,-0.302,-0.302,VAL
46473,5AA,1551.4,19.387,13.854,13.854,NOR
46473,5AA,2095.2,12.209,-2.01,-2.01,GLU
46473,5AA,2205.6,10.426,-3.403,-3.403,PHE
46477,5AA,1328,17.325,-0.878,-0.878,ALA
46477,5AA,1448.6,9.949,-0.766,-0.766,VAL
46477,5AA,1584.4,14.658,13.245,13.245,NOR
46477,5AA,2142.9,10.618,-2.815,-2.815,GLU
46477,5AA,2245.3,9.903,-3.865,-3.865,PHE
46478,5AA,1339.5,15.068,-1.578,-1.578,ALA
46478,5AA,1459.9,9.997,-1.386,-1.386,VAL
46478,5AA,1594.7,15.003,13.019,13.019,NOR
46478,5AA,2154.8,11.274,-1.94,-1.94,GLU
46478,5AA,2255.5,9.512,-3.776,-3.776,PHE
