Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46586,5AA,1400.7,20.15,-0.522,-0.522,VAL
46586,5AA,1539.1,35.167,14.994,14.994,NOR
46586,5AA,2076.4,19.08,-3.374,-3.374,GLU
46586,5AA,2190.9,17.409,-4.755,-4.755,PHE
46587,71_W_3,1276.8,18.688,22.446,22.446,ALA
46587,71_W_3,1398,12.219,20.553,20.553,VAL
46587,71_W_3,1523.4,4.466,11.781,11.781,NOR
46587,71_W_3,2065.3,9.726,23.522,23.522,GLU
46587,71_W_3,2174.2,2.911,2.948,2.948,PHE
46588,71_W_3,1275.5,17.759,23.597,23.597,ALA
46588,71_W_3,1397,10.758,20.214,20.214,VAL
46588,71_W_3,1522.6,4.176,14.255,14.255,NOR
46588,71_W_3,2063.9,8.873,24.163,24.163,GLU
46588,71_W_3,2173.2,2.618,3.938,3.938,PHE
46589,71_W_3,1276.6,17.363,23.48,23.48,ALA
46589,71_W_3,1397.8,10.541,19.778,19.778,VAL
46589,71_W_3,1523.4,4.1,14.25,14.25,NOR
46589,71_W_3,2064.7,8.697,24.483,24.483,GLU
46589,71_W_3,2173.8,2.553,4.794,4.794,PHE
46590,74_E_2,1274.7,13.144,23.939,23.939,ALA
46590,74_E_2,1396.1,10.171,18.906,18.906,VAL
46590,74_E_2,1523.4,5.45,15.735,15.735,NOR
46590,74_E_2,2063.9,8.256,24.908,24.908,GLU
46590,74_E_2,2173.2,2.44,6.822,6.822,PHE
46591,74_E_2,1274.7,13.073,24.153,24.153,ALA
46591,74_E_2,1396.1,7.249,18.163,18.163,VAL
46591,74_E_2,1523.6,5.315,16.55,16.55,NOR
46591,74_E_2,2063.7,7.924,24.524,24.524,GLU
46591,74_E_2,2173.4,2.349,6.408,6.408,PHE
46592,74_E_2,1272.8,12.365,23.834,23.834,ALA
46592,74_E_2,1394.2,9.519,18.442,18.442,VAL
46592,74_E_2,1521.7,7.143,15.936,15.936,NOR
46592,74_E_2,2061.8,7.817,24.653,24.653,GLU
46592,74_E_2,2171.5,2.342,7.024,7.024,PHE
46593,5AA,1279.7,24.302,0.624,0.624,ALA
46593,5AA,1400.7,18.888,0.309,0.309,VAL
46593,5AA,1539.3,33.32,14.046,14.046,NOR
46593,5AA,2076.8,16.075,-1.518,-1.518,GLU
46593,5AA,2190.9,14.7,-2.547,-2.547,PHE
46594,77_K_2,1275.1,13.631,22.851,22.851,ALA
46594,77_K_2,1397,8.444,17.982,17.982,VAL
46594,77_K_2,1524.9,7.093,17.019,17.019,NOR
46594,77_K_2,2065.8,8.702,23.201,23.201,GLU
46594,77_K_2,2175.3,2.95,6.605,6.605,PHE
46595,77_K_2,1272.4,11.505,22.931,22.931,ALA
46595,77_K_2,1394.4,8.104,19.7,19.7,VAL
46595,77_K_2,1522.8,2.385,12.414,12.414,NOR
46595,77_K_2,2061.6,7.063,23.478,23.478,GLU
46595,77_K_2,2172.8,2.398,6.286,6.286,PHE
46596,77_K_2,1271.8,11.214,22.734,22.734,ALA
46596,77_K_2,1393.6,6.982,19.856,19.856,VAL
46596,77_K_2,1521.7,5.728,17.884,17.884,NOR
46596,77_K_2,2060.7,6.888,24.032,24.032,GLU
46596,77_K_2,2171.9,2.282,6.799,6.799,PHE
46597,5AA,1272.6,24.001,0.706,0.706,ALA
46597,5AA,1393.4,15.236,0.686,0.686,VAL
46597,5AA,1532,29.872,15.526,15.526,NOR
46597,5AA,2069.9,15.783,-1.464,-1.464,GLU
46597,5AA,2184.1,14.786,-2.579,-2.579,PHE
46598,5AA,1279.1,23.287,0.473,0.473,ALA
46598,5AA,1400.1,15.605,0.608,0.608,VAL
46598,5AA,1538.7,29.636,15.087,15.087,NOR
46598,5AA,2077,15.818,-1.531,-1.531,GLU
46598,5AA,2190.9,14.765,-2.795,-2.795,PHE
