Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
45901,98_W_2,2185.3,1.402,8.273,8.273,PHE
45902,98_W_2,1290.8,8.73,24.699,24.699,ALA
45902,98_W_2,1412.6,5.023,14.113,14.113,VAL
45902,98_W_2,1540.7,3.474,17.002,17.002,NOR
45902,98_W_2,2083.3,4.543,23.492,23.492,GLU
45902,98_W_2,2191.4,1.306,9.027,9.027,PHE
45903,98_W_2,1295.6,8.525,24.63,24.63,ALA
45903,98_W_2,1417.4,5.993,15.321,15.321,VAL
45903,98_W_2,1545.8,5.242,14.681,14.681,NOR
45903,98_W_2,2090.2,4.572,22.916,22.916,GLU
45903,98_W_2,2197,1.311,8.547,8.547,PHE
45904,5AA,1309,16.959,0.015,0.015,ALA
45904,5AA,1430.2,11.467,0.217,0.217,VAL
45904,5AA,1566.7,17.558,14.72,14.72,NOR
45904,5AA,2115.1,10.466,-1.743,-1.743,GLU
45904,5AA,2222.7,9.462,-3.074,-3.074,PHE
45905,98_K_2,1316.3,12.698,24.078,24.078,ALA
45905,98_K_2,1437.9,9.286,14.261,14.261,VAL
45905,98_K_2,1562.9,5.182,14.364,14.364,NOR
45905,98_K_2,2123.4,9.116,24.273,24.273,GLU
45905,98_K_2,2218.7,1.891,8.397,8.397,PHE
45906,98_K_2,1323.2,12.419,24.166,24.166,ALA
45906,98_K_2,1444.8,8.884,14.683,14.683,VAL
45906,98_K_2,1569.6,5.225,14.651,14.651,NOR
45906,98_K_2,2132.6,9.061,23.839,23.839,GLU
45906,98_K_2,2226.9,1.849,10.008,10.008,PHE
45907,98_K_2,1333.2,12.536,23.932,23.932,ALA
45907,98_K_2,1454.8,10.151,13.867,13.867,VAL
45907,98_K_2,1578.6,5.22,14.414,14.414,NOR
45907,98_K_2,2145.2,9.311,24.386,24.386,GLU
45907,98_K_2,2237.3,2.005,9.332,9.332,PHE
45908,5AA,1345.1,16.934,-0.214,-0.214,ALA
45908,5AA,1466.3,10.45,0.003,0.003,VAL
45908,5AA,1600.1,16.738,14.783,14.783,NOR
45908,5AA,2160.4,10.482,-1.097,-1.097,GLU
45908,5AA,2261.2,9.992,-2.686,-2.686,PHE
45909,5AA,1357.5,17.088,-0.12,-0.12,ALA
45909,5AA,1478.3,10.733,0.15,0.15,VAL
45909,5AA,1611.4,15.843,14.426,14.426,NOR
45909,5AA,2172.8,10.437,-1.226,-1.226,GLU
45909,5AA,2271.4,9.528,-2.298,-2.298,PHE
