Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46942,07_E_3,1271.1,6.219,22.401,22.401,ALA
46942,07_E_3,1394.2,4.401,20.948,20.948,VAL
46942,07_E_3,1523.8,3.979,14.025,14.025,NOR
46942,07_E_3,2055.5,4.914,22.729,22.729,GLU
46942,07_E_3,2172.8,2.644,3.177,3.177,PHE
46943,5AA,1278.7,20.072,-1.109,-1.109,ALA
46943,5AA,1399.3,12.165,-1.35,-1.35,VAL
46943,5AA,1536.4,21.989,14.077,14.077,NOR
46943,5AA,2070.4,13.076,-3.793,-3.793,GLU
46943,5AA,2185.9,11.327,-5.663,-5.663,PHE
46944,01_W_2,1281.4,20.712,21.876,21.876,ALA
46944,01_W_2,1403.4,13.273,17.908,17.908,VAL
46944,01_W_2,1529.5,6.665,13.884,13.884,NOR
46944,01_W_2,2074.1,12.823,22.014,22.014,GLU
46944,01_W_2,2179.5,3.781,2.889,2.889,PHE
46945,01_W_2,1282.2,18.435,22.172,22.172,ALA
46945,01_W_2,1404.1,12.436,16.631,16.631,VAL
46945,01_W_2,1530.3,7.472,13.897,13.897,NOR
46945,01_W_2,2075,12.043,22.226,22.226,GLU
46945,01_W_2,2180.5,3.482,4.241,4.241,PHE
46946,01_W_2,1283.7,18.177,22.755,22.755,ALA
46946,01_W_2,1405.5,11.974,16.44,16.44,VAL
46946,01_W_2,1531.8,6.292,14.684,14.684,NOR
46946,01_W_2,2077.5,12.036,22.935,22.935,GLU
46946,01_W_2,2182.2,3.473,4.442,4.442,PHE
46947,98_E_3,1282.4,11.631,23.614,23.614,ALA
46947,98_E_3,1404.1,6.107,13.308,13.308,VAL
46947,98_E_3,1530.9,4.426,10.915,10.915,NOR
46947,98_E_3,2072,6.642,22.929,22.929,GLU
46947,98_E_3,2179.9,1.563,7.307,7.307,PHE
46948,98_E_3,1285.8,10.942,23.455,23.455,ALA
46948,98_E_3,1407.4,5.722,13.552,13.552,VAL
46948,98_E_3,1534.7,1.894,14.437,14.437,NOR
46948,98_E_3,2078.1,6.216,23.292,23.292,GLU
46948,98_E_3,2184.9,1.443,5.578,5.578,PHE
46949,98_E_3,1292.2,10.404,23.415,23.415,ALA
46949,98_E_3,1413.9,6.807,15.314,15.314,VAL
46949,98_E_3,1541.4,3.009,17.166,17.166,NOR
46949,98_E_3,2087.3,6.165,22.843,22.843,GLU
46949,98_E_3,2192.4,1.397,6.854,6.854,PHE
46950,5AA,1298.9,14.703,-0.449,-0.449,ALA
46950,5AA,1419.5,8.944,-0.661,-0.661,VAL
46950,5AA,1556.4,15.587,14.566,14.566,NOR
46950,5AA,2100.4,9.706,-2.686,-2.686,GLU
46950,5AA,2209.8,8.432,-4.19,-4.19,PHE
46951,5AA,1304.6,13.647,-0.864,-0.864,ALA
46951,5AA,1425.2,8.356,-0.773,-0.773,VAL
46951,5AA,1561.9,14.537,14.615,14.615,NOR
46951,5AA,2108.4,8.887,-2.774,-2.774,GLU
46951,5AA,2216.7,8.169,-4.192,-4.192,PHE
46952,5AA,1310.6,13.892,-1.138,-1.138,ALA
46952,5AA,1431,10.812,-0.97,-0.97,VAL
46952,5AA,1567.3,16.237,11.404,11.404,NOR
46952,5AA,2116.3,9.254,-2.338,-2.338,GLU
46952,5AA,2223.1,8.164,-3.015,-3.015,PHE
