Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46840,5AA,1413.9,7.413,-2.15,-2.15,VAL
46840,5AA,1550.2,13.134,13.661,13.661,NOR
46840,5AA,2090,8.119,-3.598,-3.598,GLU
46840,5AA,2202.4,7.107,-4.772,-4.772,PHE
46841,65_W_2,1313.6,9.624,21.327,21.327,ALA
46841,65_W_2,1436.5,10.881,14.099,14.099,VAL
46841,65_W_2,1562.5,2.403,17.588,17.588,NOR
46841,65_W_2,2127.8,15.001,22.99,22.99,GLU
46841,65_W_2,2221.5,2.982,5.188,5.188,PHE
46842,65_W_2,1369.6,9.945,20.439,20.439,ALA
46842,65_W_2,1492.1,11.825,14.052,14.052,VAL
46842,65_W_2,1562.1,7.132,15.527,15.527,NOR
46842,65_W_2,2193.5,15.117,22.394,22.394,GLU
46842,65_W_2,2279.4,2.801,3.163,3.163,PHE
46843,65_W_2,1447.1,10.915,20.277,20.277,ALA
46843,65_W_2,1569,11.101,14.422,14.422,VAL
46843,65_W_2,1696,6.134,15.222,15.222,NOR
46843,65_W_2,2272.2,16.505,22.251,22.251,GLU
46843,65_W_2,2352.1,2.795,1.424,1.424,PHE
46844,5AA,1481.6,15.572,-2.31,-2.31,ALA
46844,5AA,1598,6.724,-2.74,-2.74,VAL
46844,5AA,1748.5,15.395,12.813,12.813,NOR
46844,5AA,2299.8,9.621,-4.569,-4.569,GLU
46844,5AA,2387.8,8.477,-6.236,-6.236,PHE
46845,5AA,1544.3,15.896,-3.259,-3.259,ALA
46845,5AA,1655.1,8.134,-2.973,-2.973,VAL
46845,5AA,1829.4,17.034,12.507,12.507,NOR
46845,5AA,2357.5,10.687,-5.024,-5.024,GLU
46845,5AA,2442.6,9.024,-6.829,-6.829,PHE
