Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
45929,13_K_2,2185.5,6.324,21.156,21.156,GLU
45929,13_K_2,2276.8,1.68,6.997,6.997,PHE
45930,5AA,1388,17.339,-0.802,-0.802,ALA
45930,5AA,1508.4,10.981,-0.772,-0.772,VAL
45930,5AA,1643.2,17.747,13.836,13.836,NOR
45930,5AA,2206.8,12.043,-2.217,-2.217,GLU
45930,5AA,2300.9,13.358,-3.314,-3.314,PHE
45931,5AA,1398.6,18.8,-1.306,-1.306,ALA
45931,5AA,1518.8,13.529,-0.815,-0.815,VAL
45931,5AA,1654,19.488,11.877,11.877,NOR
45931,5AA,2216.7,11.311,-1.875,-1.875,GLU
45931,5AA,2309.7,9.933,-3.605,-3.605,PHE
