"","Year","Month","Value","month_number"
"1",1854,"Jan",0.11,1
"2",1854,"Feb",-0.24,2
"3",1854,"Mar",-0.4,3
"4",1854,"Apr",-0.44,4
"5",1854,"May",-0.54,5
"6",1854,"Jun",-0.3,6
"7",1854,"Jul",-0.1,7
"8",1854,"Aug",-1.24,8
"9",1854,"Sep",-1,9
"10",1854,"Oct",-2.23,10
"11",1854,"Nov",-1.68,11
"12",1854,"Dec",-1.76,12
"13",1855,"Jan",-0.2,1
"14",1855,"Feb",-0.39,2
"15",1855,"Mar",-0.24,3
"16",1855,"Apr",-0.58,4
"17",1855,"May",-1.34,5
"18",1855,"Jun",-1.88,6
"19",1855,"Jul",-1.13,7
"20",1855,"Aug",-0.48,8
"21",1855,"Sep",-0.76,9
"22",1855,"Oct",-0.63,10
"23",1855,"Nov",-0.41,11
"24",1855,"Dec",-0.88,12
"25",1856,"Jan",-0.39,1
"26",1856,"Feb",0.47,2
"27",1856,"Mar",0.42,3
"28",1856,"Apr",-0.96,4
"29",1856,"May",-1.26,5
"30",1856,"Jun",-2.15,6
"31",1856,"Jul",-0.69,7
"32",1856,"Aug",0.63,8
"33",1856,"Sep",0.58,9
"34",1856,"Oct",0.59,10
"35",1856,"Nov",0.23,11
"36",1856,"Dec",0.04,12
"37",1857,"Jan",-0.52,1
"38",1857,"Feb",-1.67,2
"39",1857,"Mar",-1.05,3
"40",1857,"Apr",-0.81,4
"41",1857,"May",-0.65,5
"42",1857,"Jun",1.03,6
"43",1857,"Jul",1.17,7
"44",1857,"Aug",0.81,8
"45",1857,"Sep",0.84,9
"46",1857,"Oct",0.7,10
"47",1857,"Nov",0.38,11
"48",1857,"Dec",-0.55,12
"49",1858,"Jan",-0.96,1
"50",1858,"Feb",-1.53,2
"51",1858,"Mar",-1.76,3
"52",1858,"Apr",-0.82,4
"53",1858,"May",0.49,5
"54",1858,"Jun",2.19,6
"55",1858,"Jul",1.05,7
"56",1858,"Aug",0.67,8
"57",1858,"Sep",1.38,9
"58",1858,"Oct",2.35,10
"59",1858,"Nov",0.46,11
"60",1858,"Dec",-1.16,12
"61",1859,"Jan",-1.22,1
"62",1859,"Feb",-1.71,2
"63",1859,"Mar",-2.46,3
"64",1859,"Apr",-3.65,4
"65",1859,"May",-2.86,5
"66",1859,"Jun",-1.99,6
"67",1859,"Jul",-1.01,7
"68",1859,"Aug",-1.26,8
"69",1859,"Sep",-1.19,9
"70",1859,"Oct",-1.31,10
"71",1859,"Nov",-1.14,11
"72",1859,"Dec",-1.12,12
"73",1860,"Jan",-1.31,1
"74",1860,"Feb",-1.28,2
"75",1860,"Mar",-1.34,3
"76",1860,"Apr",-0.77,4
"77",1860,"May",-0.85,5
"78",1860,"Jun",-1.26,6
"79",1860,"Jul",-0.27,7
"80",1860,"Aug",-0.4,8
"81",1860,"Sep",0.33,9
"82",1860,"Oct",-1.7,10
"83",1860,"Nov",-1.18,11
"84",1860,"Dec",-1.42,12
"85",1861,"Jan",-0.57,1
"86",1861,"Feb",-0.84,2
"87",1861,"Mar",-0.86,3
"88",1861,"Apr",-0.83,4
"89",1861,"May",-0.37,5
"90",1861,"Jun",-0.35,6
"91",1861,"Jul",-0.61,7
"92",1861,"Aug",-0.8,8
"93",1861,"Sep",-1.2,9
"94",1861,"Oct",-1.58,10
"95",1861,"Nov",-1.8,11
"96",1861,"Dec",-1.65,12
"97",1862,"Jan",-0.41,1
"98",1862,"Feb",-0.13,2
"99",1862,"Mar",0.16,3
"100",1862,"Apr",0.07,4
"101",1862,"May",0.09,5
"102",1862,"Jun",-0.08,6
"103",1862,"Jul",-0.12,7
"104",1862,"Aug",-0.2,8
"105",1862,"Sep",-0.98,9
"106",1862,"Oct",-0.8,10
"107",1862,"Nov",-0.39,11
"108",1862,"Dec",0.07,12
"109",1863,"Jan",-0.06,1
"110",1863,"Feb",-0.34,2
"111",1863,"Mar",-0.37,3
"112",1863,"Apr",-0.18,4
"113",1863,"May",0.03,5
"114",1863,"Jun",-0.03,6
"115",1863,"Jul",0.07,7
"116",1863,"Aug",-0.26,8
"117",1863,"Sep",0.05,9
"118",1863,"Oct",0.07,10
"119",1863,"Nov",0.11,11
"120",1863,"Dec",-0.23,12
"121",1864,"Jan",-0.19,1
"122",1864,"Feb",-0.09,2
"123",1864,"Mar",-1.04,3
"124",1864,"Apr",-1,4
"125",1864,"May",-0.78,5
"126",1864,"Jun",-0.66,6
"127",1864,"Jul",-0.19,7
"128",1864,"Aug",-0.48,8
"129",1864,"Sep",-0.21,9
"130",1864,"Oct",0.23,10
"131",1864,"Nov",0.53,11
"132",1864,"Dec",0.5,12
"133",1865,"Jan",-0.28,1
"134",1865,"Feb",-0.54,2
"135",1865,"Mar",-0.48,3
"136",1865,"Apr",-0.16,4
"137",1865,"May",-0.15,5
"138",1865,"Jun",-0.66,6
"139",1865,"Jul",-0.96,7
"140",1865,"Aug",-0.69,8
"141",1865,"Sep",-0.73,9
"142",1865,"Oct",-0.61,10
"143",1865,"Nov",-0.62,11
"144",1865,"Dec",-0.76,12
"145",1866,"Jan",-2.31,1
"146",1866,"Feb",-2.27,2
"147",1866,"Mar",-2.22,3
"148",1866,"Apr",-1.16,4
"149",1866,"May",-0.68,5
"150",1866,"Jun",-0.84,6
"151",1866,"Jul",-0.55,7
"152",1866,"Aug",-0.4,8
"153",1866,"Sep",-0.35,9
"154",1866,"Oct",-0.17,10
"155",1866,"Nov",-0.07,11
"156",1866,"Dec",-0.29,12
"157",1867,"Jan",-0.14,1
"158",1867,"Feb",-0.29,2
"159",1867,"Mar",-0.48,3
"160",1867,"Apr",-0.43,4
"161",1867,"May",-0.34,5
"162",1867,"Jun",-0.14,6
"163",1867,"Jul",0.16,7
"164",1867,"Aug",-0.34,8
"165",1867,"Sep",-0.29,9
"166",1867,"Oct",-0.89,10
"167",1867,"Nov",-0.28,11
"168",1867,"Dec",0.76,12
"169",1868,"Jan",0.98,1
"170",1868,"Feb",0.26,2
"171",1868,"Mar",0.03,3
"172",1868,"Apr",-0.39,4
"173",1868,"May",-0.43,5
"174",1868,"Jun",-0.22,6
"175",1868,"Jul",0.11,7
"176",1868,"Aug",-0.02,8
"177",1868,"Sep",0.09,9
"178",1868,"Oct",-0.2,10
"179",1868,"Nov",-0.63,11
"180",1868,"Dec",-0.81,12
"181",1869,"Jan",-0.84,1
"182",1869,"Feb",-0.16,2
"183",1869,"Mar",0.33,3
"184",1869,"Apr",1.23,4
"185",1869,"May",3.56,5
"186",1869,"Jun",3.84,6
"187",1869,"Jul",3.78,7
"188",1869,"Aug",1.2,8
"189",1869,"Sep",-0.12,9
"190",1869,"Oct",-0.4,10
"191",1869,"Nov",-0.63,11
"192",1869,"Dec",-0.46,12
"193",1870,"Jan",0.23,1
"194",1870,"Feb",-0.19,2
"195",1870,"Mar",0.03,3
"196",1870,"Apr",-0.3,4
"197",1870,"May",-0.14,5
"198",1870,"Jun",-0.37,6
"199",1870,"Jul",-0.13,7
"200",1870,"Aug",0.05,8
"201",1870,"Sep",-0.49,9
"202",1870,"Oct",-0.7,10
"203",1870,"Nov",-0.88,11
"204",1870,"Dec",-0.94,12
"205",1871,"Jan",-0.44,1
"206",1871,"Feb",0,2
"207",1871,"Mar",-0.18,3
"208",1871,"Apr",-0.51,4
"209",1871,"May",-0.93,5
"210",1871,"Jun",-0.36,6
"211",1871,"Jul",-0.38,7
"212",1871,"Aug",-0.09,8
"213",1871,"Sep",-0.58,9
"214",1871,"Oct",-0.8,10
"215",1871,"Nov",-0.9,11
"216",1871,"Dec",-0.29,12
"217",1872,"Jan",-0.39,1
"218",1872,"Feb",-0.55,2
"219",1872,"Mar",-0.2,3
"220",1872,"Apr",-0.49,4
"221",1872,"May",-0.03,5
"222",1872,"Jun",-0.82,6
"223",1872,"Jul",-0.95,7
"224",1872,"Aug",-1.02,8
"225",1872,"Sep",-0.51,9
"226",1872,"Oct",-0.11,10
"227",1872,"Nov",-1.74,11
"228",1872,"Dec",-2.1,12
"229",1873,"Jan",-2.06,1
"230",1873,"Feb",-2.11,2
"231",1873,"Mar",-1.67,3
"232",1873,"Apr",-0.69,4
"233",1873,"May",-0.49,5
"234",1873,"Jun",-0.8,6
"235",1873,"Jul",-1.14,7
"236",1873,"Aug",-1.05,8
"237",1873,"Sep",-0.87,9
"238",1873,"Oct",-0.7,10
"239",1873,"Nov",-1.06,11
"240",1873,"Dec",-0.86,12
"241",1874,"Jan",-0.74,1
"242",1874,"Feb",-1.18,2
"243",1874,"Mar",-0.24,3
"244",1874,"Apr",0.16,4
"245",1874,"May",0.01,5
"246",1874,"Jun",-0.26,6
"247",1874,"Jul",-0.21,7
"248",1874,"Aug",0.31,8
"249",1874,"Sep",0.15,9
"250",1874,"Oct",-0.04,10
"251",1874,"Nov",0,11
"252",1874,"Dec",-1.13,12
"253",1875,"Jan",-1.42,1
"254",1875,"Feb",-1.53,2
"255",1875,"Mar",-1.18,3
"256",1875,"Apr",-1.24,4
"257",1875,"May",-0.65,5
"258",1875,"Jun",-0.79,6
"259",1875,"Jul",-0.64,7
"260",1875,"Aug",-0.8,8
"261",1875,"Sep",-0.64,9
"262",1875,"Oct",-1.19,10
"263",1875,"Nov",-0.9,11
"264",1875,"Dec",0.11,12
"265",1876,"Jan",-0.96,1
"266",1876,"Feb",-0.74,2
"267",1876,"Mar",-0.91,3
"268",1876,"Apr",-1.53,4
"269",1876,"May",-1.57,5
"270",1876,"Jun",-0.82,6
"271",1876,"Jul",-2.21,7
"272",1876,"Aug",-2.16,8
"273",1876,"Sep",-1.48,9
"274",1876,"Oct",-0.4,10
"275",1876,"Nov",-0.04,11
"276",1876,"Dec",-0.24,12
"277",1877,"Jan",-0.13,1
"278",1877,"Feb",-0.08,2
"279",1877,"Mar",-0.08,3
"280",1877,"Apr",-0.68,4
"281",1877,"May",-0.82,5
"282",1877,"Jun",-1.18,6
"283",1877,"Jul",-0.37,7
"284",1877,"Aug",-0.62,8
"285",1877,"Sep",-0.24,9
"286",1877,"Oct",0.02,10
"287",1877,"Nov",0.46,11
"288",1877,"Dec",0.07,12
"289",1878,"Jan",0.18,1
"290",1878,"Feb",0.85,2
"291",1878,"Mar",0.96,3
"292",1878,"Apr",1.49,4
"293",1878,"May",1.48,5
"294",1878,"Jun",0.9,6
"295",1878,"Jul",0.46,7
"296",1878,"Aug",-0.63,8
"297",1878,"Sep",-1.97,9
"298",1878,"Oct",-1.68,10
"299",1878,"Nov",-0.51,11
"300",1878,"Dec",1.31,12
"301",1879,"Jan",0.2,1
"302",1879,"Feb",0.13,2
"303",1879,"Mar",0.23,3
"304",1879,"Apr",0.61,4
"305",1879,"May",-0.56,5
"306",1879,"Jun",-0.91,6
"307",1879,"Jul",-1.6,7
"308",1879,"Aug",-0.62,8
"309",1879,"Sep",-0.52,9
"310",1879,"Oct",-0.75,10
"311",1879,"Nov",-0.64,11
"312",1879,"Dec",-0.2,12
"313",1880,"Jan",0.44,1
"314",1880,"Feb",-0.45,2
"315",1880,"Mar",-1.51,3
"316",1880,"Apr",-2.42,4
"317",1880,"May",-2.97,5
"318",1880,"Jun",-3.15,6
"319",1880,"Jul",-2.27,7
"320",1880,"Aug",-1.79,8
"321",1880,"Sep",-1.77,9
"322",1880,"Oct",0.02,10
"323",1880,"Nov",-0.4,11
"324",1880,"Dec",-0.06,12
"325",1881,"Jan",-0.48,1
"326",1881,"Feb",-0.15,2
"327",1881,"Mar",-0.02,3
"328",1881,"Apr",0.17,4
"329",1881,"May",0.5,5
"330",1881,"Jun",0.24,6
"331",1881,"Jul",-1.3,7
"332",1881,"Aug",-2.31,8
"333",1881,"Sep",0.16,9
"334",1881,"Oct",0.34,10
"335",1881,"Nov",0.2,11
"336",1881,"Dec",-0.55,12
"337",1882,"Jan",-2.06,1
"338",1882,"Feb",-1.92,2
"339",1882,"Mar",-1.79,3
"340",1882,"Apr",-1.6,4
"341",1882,"May",-1.51,5
"342",1882,"Jun",-1.71,6
"343",1882,"Jul",-3.18,7
"344",1882,"Aug",-1.1,8
"345",1882,"Sep",-0.81,9
"346",1882,"Oct",-1.07,10
"347",1882,"Nov",-0.34,11
"348",1882,"Dec",0.66,12
"349",1883,"Jan",-0.97,1
"350",1883,"Feb",-1.32,2
"351",1883,"Mar",-1.4,3
"352",1883,"Apr",-0.32,4
"353",1883,"May",-0.67,5
"354",1883,"Jun",-1.25,6
"355",1883,"Jul",-2.82,7
"356",1883,"Aug",-2.36,8
"357",1883,"Sep",-1.75,9
"358",1883,"Oct",-1.47,10
"359",1883,"Nov",-1.07,11
"360",1883,"Dec",-1.67,12
"361",1884,"Jan",-1.77,1
"362",1884,"Feb",-1.95,2
"363",1884,"Mar",-1.42,3
"364",1884,"Apr",-0.53,4
"365",1884,"May",0.41,5
"366",1884,"Jun",0.84,6
"367",1884,"Jul",1.1,7
"368",1884,"Aug",1,8
"369",1884,"Sep",0.74,9
"370",1884,"Oct",1.08,10
"371",1884,"Nov",2.16,11
"372",1884,"Dec",2.35,12
"373",1885,"Jan",2.57,1
"374",1885,"Feb",1.02,2
"375",1885,"Mar",1.72,3
"376",1885,"Apr",1.47,4
"377",1885,"May",0.7,5
"378",1885,"Jun",-0.41,6
"379",1885,"Jul",-0.68,7
"380",1885,"Aug",-0.06,8
"381",1885,"Sep",-0.15,9
"382",1885,"Oct",-0.05,10
"383",1885,"Nov",-0.32,11
"384",1885,"Dec",-0.34,12
"385",1886,"Jan",-0.52,1
"386",1886,"Feb",0.62,2
"387",1886,"Mar",-0.48,3
"388",1886,"Apr",0.35,4
"389",1886,"May",-0.2,5
"390",1886,"Jun",-1.17,6
"391",1886,"Jul",-0.3,7
"392",1886,"Aug",-0.39,8
"393",1886,"Sep",-0.44,9
"394",1886,"Oct",-1.3,10
"395",1886,"Nov",-2.63,11
"396",1886,"Dec",-1.79,12
"397",1887,"Jan",-0.93,1
"398",1887,"Feb",-1.41,2
"399",1887,"Mar",-2.04,3
"400",1887,"Apr",-1.49,4
"401",1887,"May",-0.33,5
"402",1887,"Jun",0.69,6
"403",1887,"Jul",1.54,7
"404",1887,"Aug",-0.87,8
"405",1887,"Sep",-1.96,9
"406",1887,"Oct",-1.33,10
"407",1887,"Nov",-0.97,11
"408",1887,"Dec",-1.07,12
"409",1888,"Jan",-0.98,1
"410",1888,"Feb",-0.11,2
"411",1888,"Mar",0.1,3
"412",1888,"Apr",0.02,4
"413",1888,"May",1.48,5
"414",1888,"Jun",1.68,6
"415",1888,"Jul",1.78,7
"416",1888,"Aug",1.13,8
"417",1888,"Sep",1.04,9
"418",1888,"Oct",0.6,10
"419",1888,"Nov",0.76,11
"420",1888,"Dec",0.47,12
"421",1889,"Jan",0.44,1
"422",1889,"Feb",-0.01,2
"423",1889,"Mar",0.14,3
"424",1889,"Apr",0.88,4
"425",1889,"May",1.16,5
"426",1889,"Jun",1.12,6
"427",1889,"Jul",0.13,7
"428",1889,"Aug",-1.02,8
"429",1889,"Sep",-1.27,9
"430",1889,"Oct",-0.42,10
"431",1889,"Nov",1.34,11
"432",1889,"Dec",-0.16,12
"433",1890,"Jan",-0.66,1
"434",1890,"Feb",-1.09,2
"435",1890,"Mar",-1.49,3
"436",1890,"Apr",-1.1,4
"437",1890,"May",-1.34,5
"438",1890,"Jun",-3.41,6
"439",1890,"Jul",-1.4,7
"440",1890,"Aug",-0.99,8
"441",1890,"Sep",0.83,9
"442",1890,"Oct",-0.45,10
"443",1890,"Nov",-1.04,11
"444",1890,"Dec",-1.31,12
"445",1891,"Jan",-0.52,1
"446",1891,"Feb",-0.8,2
"447",1891,"Mar",-1.02,3
"448",1891,"Apr",-0.48,4
"449",1891,"May",0.87,5
"450",1891,"Jun",1.01,6
"451",1891,"Jul",1.13,7
"452",1891,"Aug",0.64,8
"453",1891,"Sep",0.3,9
"454",1891,"Oct",0.89,10
"455",1891,"Nov",0.03,11
"456",1891,"Dec",-0.18,12
"457",1892,"Jan",-1.15,1
"458",1892,"Feb",-1.42,2
"459",1892,"Mar",-0.96,3
"460",1892,"Apr",-1.32,4
"461",1892,"May",-2.76,5
"462",1892,"Jun",-1.94,6
"463",1892,"Jul",-1.65,7
"464",1892,"Aug",-2.85,8
"465",1892,"Sep",-2.46,9
"466",1892,"Oct",-2.82,10
"467",1892,"Nov",-2.36,11
"468",1892,"Dec",-1.13,12
"469",1893,"Jan",-0.51,1
"470",1893,"Feb",-0.67,2
"471",1893,"Mar",-0.93,3
"472",1893,"Apr",-1.6,4
"473",1893,"May",-2.45,5
"474",1893,"Jun",-2.13,6
"475",1893,"Jul",-2.14,7
"476",1893,"Aug",-0.41,8
"477",1893,"Sep",0.06,9
"478",1893,"Oct",-0.54,10
"479",1893,"Nov",-0.71,11
"480",1893,"Dec",-1.49,12
"481",1894,"Jan",-1.42,1
"482",1894,"Feb",-2.17,2
"483",1894,"Mar",-3.2,3
"484",1894,"Apr",-3.15,4
"485",1894,"May",-3.35,5
"486",1894,"Jun",-2.75,6
"487",1894,"Jul",-2.98,7
"488",1894,"Aug",-1.91,8
"489",1894,"Sep",-2.02,9
"490",1894,"Oct",-2.56,10
"491",1894,"Nov",-2.77,11
"492",1894,"Dec",-1.17,12
"493",1895,"Jan",-0.86,1
"494",1895,"Feb",-0.64,2
"495",1895,"Mar",-0.65,3
"496",1895,"Apr",-1.13,4
"497",1895,"May",-0.48,5
"498",1895,"Jun",-0.74,6
"499",1895,"Jul",0.43,7
"500",1895,"Aug",-0.16,8
"501",1895,"Sep",-1.34,9
"502",1895,"Oct",-0.84,10
"503",1895,"Nov",-1.23,11
"504",1895,"Dec",-0.27,12
"505",1896,"Jan",0.32,1
"506",1896,"Feb",0.2,2
"507",1896,"Mar",-0.17,3
"508",1896,"Apr",-0.91,4
"509",1896,"May",-1.32,5
"510",1896,"Jun",-0.68,6
"511",1896,"Jul",-0.32,7
"512",1896,"Aug",-0.18,8
"513",1896,"Sep",0.99,9
"514",1896,"Oct",0.26,10
"515",1896,"Nov",0.29,11
"516",1896,"Dec",0.21,12
"517",1897,"Jan",0.38,1
"518",1897,"Feb",-0.29,2
"519",1897,"Mar",-0.62,3
"520",1897,"Apr",-0.06,4
"521",1897,"May",0.67,5
"522",1897,"Jun",0.8,6
"523",1897,"Jul",0.57,7
"524",1897,"Aug",0,8
"525",1897,"Sep",-0.7,9
"526",1897,"Oct",0.31,10
"527",1897,"Nov",0.58,11
"528",1897,"Dec",0.05,12
"529",1898,"Jan",-0.08,1
"530",1898,"Feb",-0.27,2
"531",1898,"Mar",-0.42,3
"532",1898,"Apr",0.21,4
"533",1898,"May",-0.39,5
"534",1898,"Jun",0.29,6
"535",1898,"Jul",-0.36,7
"536",1898,"Aug",0.43,8
"537",1898,"Sep",0.29,9
"538",1898,"Oct",0.27,10
"539",1898,"Nov",0.55,11
"540",1898,"Dec",0.6,12
"541",1899,"Jan",0.08,1
"542",1899,"Feb",-1.27,2
"543",1899,"Mar",-0.75,3
"544",1899,"Apr",-0.51,4
"545",1899,"May",-1.07,5
"546",1899,"Jun",-1.48,6
"547",1899,"Jul",-0.14,7
"548",1899,"Aug",0.32,8
"549",1899,"Sep",0.35,9
"550",1899,"Oct",-0.37,10
"551",1899,"Nov",0.3,11
"552",1899,"Dec",0.32,12
"553",1900,"Jan",0.81,1
"554",1900,"Feb",0.2,2
"555",1900,"Mar",0.61,3
"556",1900,"Apr",1.85,4
"557",1900,"May",1.49,5
"558",1900,"Jun",1.23,6
"559",1900,"Jul",1.07,7
"560",1900,"Aug",1.15,8
"561",1900,"Sep",-0.4,9
"562",1900,"Oct",0.08,10
"563",1900,"Nov",0.57,11
"564",1900,"Dec",1.02,12
"565",1901,"Jan",1.13,1
"566",1901,"Feb",0.65,2
"567",1901,"Mar",-0.33,3
"568",1901,"Apr",-0.45,4
"569",1901,"May",-0.99,5
"570",1901,"Jun",-0.84,6
"571",1901,"Jul",-1.33,7
"572",1901,"Aug",-0.73,8
"573",1901,"Sep",-0.07,9
"574",1901,"Oct",0.25,10
"575",1901,"Nov",-0.08,11
"576",1901,"Dec",0.56,12
"577",1902,"Jan",1.37,1
"578",1902,"Feb",0.53,2
"579",1902,"Mar",0.4,3
"580",1902,"Apr",0.64,4
"581",1902,"May",1.36,5
"582",1902,"Jun",2.33,6
"583",1902,"Jul",3.04,7
"584",1902,"Aug",1.81,8
"585",1902,"Sep",0.89,9
"586",1902,"Oct",1.11,10
"587",1902,"Nov",0.74,11
"588",1902,"Dec",0.44,12
"589",1903,"Jan",-0.04,1
"590",1903,"Feb",0.1,2
"591",1903,"Mar",-0.19,3
"592",1903,"Apr",-1.08,4
"593",1903,"May",-0.37,5
"594",1903,"Jun",0.04,6
"595",1903,"Jul",1.49,7
"596",1903,"Aug",1.35,8
"597",1903,"Sep",0.54,9
"598",1903,"Oct",0.72,10
"599",1903,"Nov",0.22,11
"600",1903,"Dec",0.6,12
"601",1904,"Jan",1.41,1
"602",1904,"Feb",0.54,2
"603",1904,"Mar",0.72,3
"604",1904,"Apr",0.07,4
"605",1904,"May",0.47,5
"606",1904,"Jun",-0.07,6
"607",1904,"Jul",0.05,7
"608",1904,"Aug",1.64,8
"609",1904,"Sep",2.24,9
"610",1904,"Oct",1.8,10
"611",1904,"Nov",1.93,11
"612",1904,"Dec",3.12,12
"613",1905,"Jan",2.75,1
"614",1905,"Feb",1.71,2
"615",1905,"Mar",1.04,3
"616",1905,"Apr",2.05,4
"617",1905,"May",1.31,5
"618",1905,"Jun",1.56,6
"619",1905,"Jul",2.31,7
"620",1905,"Aug",2.41,8
"621",1905,"Sep",2.1,9
"622",1905,"Oct",-0.41,10
"623",1905,"Nov",0.74,11
"624",1905,"Dec",-0.98,12
"625",1906,"Jan",1.36,1
"626",1906,"Feb",1.26,2
"627",1906,"Mar",0.5,3
"628",1906,"Apr",0.43,4
"629",1906,"May",1.45,5
"630",1906,"Jun",0.93,6
"631",1906,"Jul",1.35,7
"632",1906,"Aug",0.94,8
"633",1906,"Sep",0.11,9
"634",1906,"Oct",0.94,10
"635",1906,"Nov",0.89,11
"636",1906,"Dec",-0.43,12
"637",1907,"Jan",-0.68,1
"638",1907,"Feb",-0.36,2
"639",1907,"Mar",-1.88,3
"640",1907,"Apr",-1.58,4
"641",1907,"May",0.23,5
"642",1907,"Jun",0.96,6
"643",1907,"Jul",0.59,7
"644",1907,"Aug",-0.31,8
"645",1907,"Sep",0.78,9
"646",1907,"Oct",1.84,10
"647",1907,"Nov",1.77,11
"648",1907,"Dec",1.94,12
"649",1908,"Jan",1.72,1
"650",1908,"Feb",1.67,2
"651",1908,"Mar",0.51,3
"652",1908,"Apr",-0.08,4
"653",1908,"May",0.16,5
"654",1908,"Jun",0.21,6
"655",1908,"Jul",0.42,7
"656",1908,"Aug",-0.72,8
"657",1908,"Sep",0.71,9
"658",1908,"Oct",0.94,10
"659",1908,"Nov",1.88,11
"660",1908,"Dec",1.34,12
"661",1909,"Jan",0.69,1
"662",1909,"Feb",0.86,2
"663",1909,"Mar",0.93,3
"664",1909,"Apr",0.28,4
"665",1909,"May",-0.17,5
"666",1909,"Jun",-0.65,6
"667",1909,"Jul",-1.39,7
"668",1909,"Aug",-2.3,8
"669",1909,"Sep",-1.97,9
"670",1909,"Oct",-1.25,10
"671",1909,"Nov",-1.36,11
"672",1909,"Dec",-2.21,12
"673",1910,"Jan",-1.71,1
"674",1910,"Feb",-1.23,2
"675",1910,"Mar",-0.9,3
"676",1910,"Apr",-1.97,4
"677",1910,"May",-2.33,5
"678",1910,"Jun",-0.35,6
"679",1910,"Jul",-0.08,7
"680",1910,"Aug",-0.73,8
"681",1910,"Sep",0.73,9
"682",1910,"Oct",-0.96,10
"683",1910,"Nov",-0.59,11
"684",1910,"Dec",0.39,12
"685",1911,"Jan",-0.3,1
"686",1911,"Feb",-1.21,2
"687",1911,"Mar",-1.26,3
"688",1911,"Apr",-0.56,4
"689",1911,"May",-0.71,5
"690",1911,"Jun",-1.51,6
"691",1911,"Jul",-0.38,7
"692",1911,"Aug",0.08,8
"693",1911,"Sep",-0.26,9
"694",1911,"Oct",-0.12,10
"695",1911,"Nov",-0.38,11
"696",1911,"Dec",-0.97,12
"697",1912,"Jan",-0.21,1
"698",1912,"Feb",-0.02,2
